,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc
12-71,-1,3/18/2013,3,2013,ARIZONA et al. PETITIONERS v. THE INTER TRIBAL COUNCIL OF ARIZONA INC. et al.,1,0.2,1,-1,1,0.2,6/17/2013,7,2,0,0.49476135,-0.203296703,-0.192118227,0.661129568,0.048528242,0.159826516,0.001325758,-0.186367965,-0.00525641,0.082795155,5.0,6.0,9.0,9.0,1,2.0,1.0,2,12.0,1,0,0,217,642,5,6,18,45,219,145,1,5,8,10,121,82,1,0,7,3,52,250,0,5,4,18,598,659,13,17,36,47
12-729,1,10/15/2013,10,2013,HEIMESHOFF v. HARTFORD LIFE & ACCIDENT INS. CO.,4,0.166666667,-0.6,-1,1,-0.25,12/16/2013,9,0,0,0.496688742,-0.670281996,-0.731958763,0.813643927,-0.142857143,-0.173790727,-0.22358631,-0.016666667,-0.10437128,-0.193119748,11.0,1.0,2.0,2.0,1,1.0,2.0,8,2.0,1,0,0,228,678,4,15,12,40,385,76,10,1,17,2,168,26,1,2,7,2,56,545,0,3,3,27,263,195,5,9,19,15
12-751,-1,4/2/2014,4,2014,FIFTH THIRD BANCORP v. DUDENHOEFFER,-7,1,0.333333333,0,0.333333333,-1,6/25/2014,9,0,1,1,0.039215686,-0.06042885,0.550769231,-1,-0.007835675,0.265277778,-0.32776455,-0.39360119,0.131521739,1.0,11.0,6.0,6.0,1,2.0,1.5,8,7.0,1,0,0,0,873,0,14,1,26,98,106,1,0,2,3,272,241,7,3,8,6,146,504,1,6,4,12,358,0,4,0,15,1
12-7515,0,11/12/2013,11,2013,BURRAGE v. UNITED STATES,13,1,-1,-1,0,0.25,1/27/2014,9,0,1,0.609571788,-1,-0.537190083,0.442424242,-0.277463194,0.129373548,-0.05,-0.143611944,0.118737184,0.072352726,3.0,2.0,8.0,8.0,1,1.0,2.0,1,11.0,1,0,0,155,639,1,4,10,26,172,0,5,0,12,1,279,84,8,2,28,7,160,357,3,5,15,21,565,319,3,9,35,23
12-761,0,4/21/2014,4,2014,POM WONDERFUL LLC v. COCA-COLA CO.,4,0,0,0.090909091,1,1,6/12/2014,8,0,1,0,0.844537815,0.548693587,0.230769231,-0.695652174,0,-0.120305383,0.037619048,0.541666667,0,1.0,1.0,9.0,9.0,1,1.0,2.0,8,11.0,1,0,0,0,0,0,0,1,1,37,439,2,2,2,11,95,326,4,3,7,10,45,72,1,0,2,6,39,7,0,0,2,1
12-7822,-1,11/13/2013,11,2013,FERNANDEZ v. CALIFORNIA,-12,0,-1,-1,-1,0,2/25/2014,6,3,0,-0.002877698,-0.133333333,-0.672456576,-0.862453532,-1,-0.053287982,0.296666667,0.036683201,-0.207896825,0.25,3.0,5.0,0.0,0.0,1,1.0,9.0,1,12.0,1,0,0,697,693,8,9,51,36,102,78,2,2,6,4,337,66,5,0,21,3,501,37,3,1,21,2,27,0,0,0,2,1
12-786,1,4/30/2014,4,2014,LIMELIGHT NETWORKS INC. v. AKAMAI TECHNOLOGIES INC.,-8,0.666666667,0,-1,-1,-1,6/2/2014,9,0,1,0.623361144,-0.893617021,0.52173913,-0.72,-0.627358491,-0.004774161,0.108035714,-0.033333333,0.214705882,0.255133929,0.0,0.0,1.0,13.0,0,1.0,4.0,8,12.0,1,0,0,176,681,2,2,2,11,89,5,2,0,3,1,22,70,1,0,2,3,258,42,7,1,13,3,357,79,6,2,12,5
12-79,1,10/7/2013,10,2013,CHADBOURNE & PARKE LLP v. TROICE,-16,-0.454545455,0,0,-0.111111111,-0.555555556,2/26/2014,7,2,0,-0.52303523,-0.215384615,0.470930233,-0.594594595,-0.783972125,-0.047403861,0.081632653,-0.191509104,0.191845238,-0.154591837,0.0,0.0,5.0,5.0,1,2.0,2.0,8,12.0,1,0,0,562,176,5,2,29,12,158,102,3,2,6,5,91,253,2,3,4,9,295,75,3,2,14,9,256,31,7,2,16,6
12-794,0,12/11/2013,12,2013,WHITE v. WOODALL,8,0.142857143,-0.5,0,1,1,4/23/2014,6,3,1,-0.25261324,0.16,0.103117506,0.735660848,0.054545455,-0.02142793,0.416428571,-0.046577381,-0.069415266,-0.132585979,5.0,3.0,6.0,6.0,1,2.0,2.0,1,12.0,1,0,0,719,527,4,8,7,12,126,174,3,3,5,4,187,230,2,3,6,4,53,348,0,1,3,10,229,240,1,8,6,13
12-815,0,11/5/2013,11,2013,SPRINT COMMUNICATIONS INC. v. JACOBS,12,1,0,-1,1,0,12/10/2013,9,0,1,1,-0.307917889,-1,0.737142857,1,0.043355482,0.497619048,-0.00625,0.062425595,-0.04702381,1.0,1.0,8.0,8.0,1,1.0,2.0,9,11.0,1,1,1,0,458,0,9,1,37,223,118,2,4,13,10,79,0,2,0,4,1,46,304,0,5,2,16,0,141,0,3,1,7
12-820,-1,12/11/2013,12,2013,LOZANO v. MONTOYA ALVAREZ,14,0,0,0,1,0.538461538,3/5/2014,9,0,0,-0.222953904,-0.489971347,-0.14221219,0.795100223,0.139427516,0.006951662,0.080357143,-0.060315211,0.025858725,-0.131715135,0.0,7.0,2.0,2.0,1,2.0,2.0,2,11.0,1,0,0,650,479,5,6,9,8,260,89,2,2,3,3,253,190,3,5,8,7,46,407,0,6,3,14,466,642,4,8,13,25
12-842,1,4/21/2014,4,2014,REPUBLIC OF ARGENTINA v. NML CAPITAL LTD.,3,0,1,0.5,0,-0.230769231,6/16/2014,7,1,0,-0.27027027,0.374827109,-0.039106145,-0.176781003,-0.402298851,-0.048070575,-0.013852814,-0.028354978,0.220462963,-0.072992266,0.0,0.0,2.0,2.0,1,1.0,2.0,5,12.0,1,0,0,893,513,7,3,10,7,226,499,2,2,3,2,186,172,3,6,5,8,223,156,3,3,6,6,674,286,9,7,22,14
12-8561,-1,1/22/2014,1,2014,PAROLINE v. UNITED STATES,22,0.666666667,-1,-0.333333333,1,0.833333333,4/23/2014,5,4,1,0.444051826,0.284634761,-0.54248366,0.8477306,0.676579926,0.170442964,-0.043539683,0.110714286,0.221931217,0.03715368,3.0,2.0,5.0,5.0,1,2.0,5.0,8,2.0,1,0,0,236,621,2,6,3,14,151,290,3,7,7,13,126,35,1,3,2,3,54,642,0,6,3,19,174,908,2,9,4,22
12-872,0,10/7/2013,10,2013,MADIGAN v. LEVIN,1,0.5,-0.5,0,1,0,10/15/2013,9,0,1,-0.162790698,-0.45959596,0.014492754,0.409556314,0.461538462,-0.109942755,-0.13577381,0.2375,0.080845543,-0.020714286,0.0,11.0,7.0,7.0,1,2.0,2.0,2,12.0,1,0,0,325,271,5,5,17,14,289,109,7,3,15,8,68,70,4,2,5,4,173,416,2,5,10,19,84,228,3,1,3,10
12-873,0,12/3/2013,12,2013,LEXMARK INT'L INC. v. STATIC CONTROL COMPONENTS INC.,-7,0,-0.714285714,0,0,-0.75,3/25/2014,9,0,0,0.49068323,-0.489051095,1,-0.492063492,0.008196721,-0.103869981,-0.017012363,0,0.666666667,-0.022261905,1.0,1.0,6.0,6.0,1,2.0,1.5,9,11.0,1,0,0,246,726,4,5,5,8,408,144,4,4,10,6,0,20,0,1,1,1,47,20,0,0,2,2,242,258,6,3,9,7
12-895,0,11/12/2013,11,2013,ROSEMOND v. UNITED STATES,-19,-1,0,-0.2,0.666666667,-0.846153846,3/5/2014,7,2,1,-1,0.166666667,-0.297029703,0.311909263,-0.823308271,-0.03046875,0.655357143,0.040364583,-0.337121212,-0.067678571,3.0,2.0,10.0,10.0,1,1.0,2.0,1,2.0,1,0,0,194,0,2,0,17,1,100,140,5,2,7,7,524,284,15,5,29,17,182,347,3,4,9,16,485,47,6,3,39,5
12-9012,0,2/25/2014,2,2014,ROBERS v. UNITED STATES,9,0.181818182,-1,-1,0.5,-0.333333333,5/5/2014,9,0,0,0.039443155,-0.262180974,-0.842105263,0.528497409,-0.434782609,-0.074753843,-0.057678571,0.169159226,-0.240445269,0.006981793,3.0,2.0,7.0,7.0,1,1.0,2.0,1,2.0,1,0,0,828,896,8,5,16,36,272,159,5,3,10,4,280,24,7,1,11,1,91,299,1,5,4,9,363,146,6,3,10,8
12-929,0,10/9/2013,10,2013,ATLANTIC MARINE CONSTR. CO. v. UNITED STATES DIST. COURT FOR WESTERN DIST. OF TEX.,0,-0.166666667,0.333333333,-1,0.5,-0.090909091,12/3/2013,9,0,1,-0.056162246,-0.374558304,-1,0.700189753,0.519031142,-0.053403329,0.071865595,-0.3,0.056861772,0.033527778,0.0,13.0,5.0,5.0,1,1.0,9.0,9,12.0,1,0,0,677,711,9,10,37,41,389,177,2,2,23,12,75,0,5,0,8,1,79,448,2,5,5,19,139,439,6,4,11,15
12-930,0,12/10/2013,12,2013,SCIALABBA v. CUELLAR DE OSORIO,0,0.263157895,-1,0,-1,0.777777778,6/9/2014,5,4,1,-0.307599517,-1,0.398058252,-0.649484536,0.806930693,-0.080189255,-0.038888889,-0.448863636,0.194444444,0.080854909,0.0,9.0,9.0,9.0,1,2.0,1.5,2,2.0,1,1,0,634,485,4,6,10,23,70,0,2,0,4,1,31,72,2,3,2,3,80,17,0,0,5,1,39,365,3,7,5,16
12-9490,-1,1/21/2014,1,2014,PRADO NAVARETTE v. CALIFORNIA,-3,0.25,1,-0.666666667,-0.333333333,-0.066666667,4/22/2014,5,4,0,0.195488722,0.87987988,-0.251461988,-0.052823315,0.098924731,-0.010721372,0.082857143,-0.39952381,0.028304003,0.06119504,3.0,5.0,0.0,0.0,1,1.0,9.0,1,12.0,1,0,0,214,320,2,3,9,5,20,313,1,4,1,7,229,128,3,1,15,5,578,520,14,4,20,14,499,514,8,6,16,23
12-96,-1,2/27/2013,2,2013,SHELBY COUNTY v. HOLDER,-10,-0.666666667,-1,0.333333333,1,0.75,6/25/2013,5,4,1,-0.033568905,-0.644444444,0.055393586,0.816764133,0.012406948,-0.067880526,0.103472222,0.02950366,0.132796167,0.165021277,4.0,2.0,12.0,12.0,1,2.0,2.0,2,12.0,1,0,0,585,550,9,12,36,35,222,50,1,1,13,4,324,362,7,5,20,14,47,468,1,16,3,33,256,594,2,7,14,41
12-98,-1,1/8/2013,1,2013,ALDONA WOS SECRETARY NORTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES PETITIONER v. E. M. A. A MINOR BY AND THROUGH HER GUARDIAN AD LITEM DANIEL H. JOHNSON et al.,-5,0.25,1,-1,0.6,0.384615385,3/20/2013,6,3,0,-0.374538745,0.317365269,-1,0.826573427,0.380699894,-0.053806358,0.022083333,0.05,-0.077258755,0.057520975,0.0,0.0,4.0,4.0,1,1.0,5.0,10,5.0,1,0,0,766,597,9,11,40,35,99,110,1,3,4,5,71,0,1,0,3,1,62,705,3,16,4,39,366,655,10,12,25,41
12-99,1,11/13/2013,11,2013,UNITE HERE LOCAL 355 v. MULHALL,6,0.75,0.333333333,-0.428571429,-1,0.333333333,12/10/2013,6,3,1,0.586102719,0.217699115,-0.724867725,-0.908571429,0.413173653,0.140437788,0.052694342,-0.038873016,0.075363757,0.018269231,12.0,11.0,11.0,11.0,1,1.0,9.0,7,2.0,1,0,0,137,525,4,5,18,34,221,344,5,4,14,17,326,52,8,2,22,3,334,16,9,0,25,1,148,354,5,7,11,19
12-992,0,12/9/2013,12,2013,RAY HALUCH GRAVEL CO. v. CENT. PENSION FUND OF INT'L UNION OF OPERATING ENG'RS,8,-0.714285714,1,0,1,1,1/15/2014,9,0,1,-0.304347826,0.703927492,-0.008645533,-0.043902439,0.88976378,-0.154394841,0.448214286,-0.080952381,0.0275,0.092121849,1.0,1.0,1.0,1.0,1,2.0,11.0,9,2.0,1,0,0,435,232,4,1,8,4,49,285,0,1,2,6,175,172,3,1,6,6,107,98,1,0,4,3,21,360,1,5,1,18
"126, Orig.",-1,"10, 2014",10,2014,Kansas v. Nebraska and Colorado,-1,-1,-1,1,1,0.052631579,,,,,0.073298429,-0.318181818,0.245421245,0.25058548,0.410045662,-0.024958297,-0.140833333,-0.046776438,0.14577381,-0.023387306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,354,410,5,2,7,3,145,75,3,1,4,1,103,170,1,5,2,5,160,267,1,4,6,9,323,772,4,22,12,31
13-1010,0,"11, 2014",11,2014,M&G Polymers USA LLC v. Tackett,-8,1,-0.6,-1,1,-0.2,,9,0,0,-0.469879518,-0.560321716,-0.566666667,0.660777385,-0.680555556,-0.326190476,-0.016346154,-0.064880952,-0.057638889,0.00016245,1.0,0.0,6.0,6.0,1,2.0,2.0,8,12.0,1,0,0,122,44,0,1,3,1,291,82,5,1,11,2,188,52,0,1,4,4,48,235,0,3,3,6,424,69,6,2,10,7
13-1019,0,"01, 2015",1,2015,Mach Mining v. Equal Employment Opportunity Commission,12,-0.111111111,-1,0.333333333,0.888888889,0.294117647,,9,0,1,0.306468717,-0.792792793,-0.022044088,0.818639798,0.465882353,0.072147116,-0.249527056,0.124,0.169642857,-0.1746716,1.0,2.0,7.0,7.0,1,1.0,1.5,9,3.0,1,1,0,327,616,3,4,11,9,402,46,5,1,15,1,255,256,3,3,8,9,72,747,1,11,3,30,227,631,7,8,18,22
13-1032,0,"12, 2014",12,2014,Direct Marketing Association v. Brohl,3,0.428571429,-0.333333333,-0.333333333,1,0,,9,0,1,0.125146199,0.106918239,0.204968944,0.362318841,0.223719677,-0.060389399,0.140714286,0.03125,0.022361111,-0.005456185,1.0,5.0,10.0,10.0,1,2.0,1.5,8,12.0,1,0,0,376,494,2,1,7,7,142,176,2,4,2,4,64,97,0,1,4,3,110,235,1,2,4,6,439,681,10,9,15,20
13-1034,0,"01, 2015",1,2015,Mellouli v. Holder,13,0.428571429,-0.666666667,0,1,-0.6,,7,2,1,0.49339207,-0.101886792,0,0.228571429,-0.469072165,0.17501941,0.416666667,0,-0.073952991,-0.116468254,9.0,2.0,-1,8.0,0,1.0,9.0,2,12.0,1,1,0,257,682,4,4,11,8,146,119,2,1,10,2,0,0,0,0,1,1,162,258,2,4,5,8,285,106,4,4,9,6
13-1041,0,"12, 2014",12,2014,Perez v. Mortgage Bankers Association,-11,-1,0.428571429,-0.6,-0.75,-0.454545455,,,,,-0.607038123,0.548543689,-0.314487633,-0.431085044,-0.482490272,-0.146268939,0.102991071,0.170238095,0.252472527,0.133299084,2.0,1.0,12.0,12.0,1,2.0,1.5,7,12.0,1,1,0,274,67,3,1,4,1,93,319,2,4,2,5,186,97,3,0,6,2,244,97,4,2,12,3,381,133,7,2,14,6
13-1074,0,"12, 2014",12,2014,United States v. Wong,-2,-0.5,-0.5,1,1,0.076923077,,,,,-0.468956407,-0.174157303,1,0.847058824,0.368067227,0.026179654,0.21922746,0,0.265578818,-0.032475198,2.0,9.0,9.0,9.0,1,1.0,4.0,8,2.0,1,1,0,556,201,3,3,7,3,418,294,3,2,11,4,0,58,0,2,1,5,26,335,0,4,1,12,201,509,7,2,10,8
13-1075,0,"12, 2014",12,2014,United States v. June,-2,-1,-0.333333333,0,1,0.2,,,,,-1,-0.555075594,-1,0.229090909,0.345794393,0.141580888,-0.04922619,0,-0.019139194,-0.095691392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,631,0,4,0,7,1,360,103,1,1,7,3,16,0,1,0,3,1,106,169,1,0,4,5,80,144,3,4,5,5
13-1080,0,"12, 2014",12,2014,Department of Transportation v. Association of American Railroads,-9,0.272727273,1,-1,-1,-0.555555556,,,,,0.171398528,0.0625,-1,-0.916083916,-0.339312407,-0.032523537,-0.152678571,0.045454545,0.091326531,-0.026483556,2.0,1.0,12.0,12.0,1,1.0,1.5,8,12.0,1,0,0,585,557,1,7,5,15,90,102,2,3,2,6,177,0,4,0,7,1,415,18,8,0,19,1,448,221,7,1,19,7
13-115,0,3/26/2014,3,2014,WOOD v. MOSS,-23,0,-1,-1,-0.666666667,0,5/27/2014,9,0,1,0.246187364,0.443609023,-0.368852459,0.500449236,-0.264705882,0.301897744,-0.053412698,-0.115522573,-0.0185861,-0.143254968,14.0,11.0,9.0,9.0,1,2.0,2.0,3,12.0,1,0,0,346,650,4,5,6,9,74,192,1,3,2,4,343,154,6,0,13,1,303,840,4,9,14,21,473,315,6,5,12,15
13-1174,0,"12, 2014",12,2014,Gelboim v. Bank of America Corporation,-9,-0.846153846,0.444444444,-0.6,0.2,0.5,,9,0,1,-0.035389282,0.210695187,-0.376923077,0.335483871,0.917948718,0.108548701,0.057587963,-0.120324675,-0.183333333,0.468461538,0.0,1.0,2.0,2.0,1,1.0,9.0,9,12.0,1,0,0,512,477,6,2,22,4,369,566,2,3,16,18,179,84,2,0,9,2,103,207,1,3,4,7,8,187,0,1,2,7
13-1175,1,"03, 2015",3,2015,Los Angeles v. Patel,0,0,1,0.142857143,1,0.538461538,,5,4,0,0,0.553030303,-0.003676471,0.395881007,0.266362253,0,-0.316666667,-0.097733962,0.04874053,0.022786458,4.0,0.0,9.0,9.0,1,2.0,1.5,1,12.0,1,0,0,0,0,0,0,1,1,59,205,0,3,1,7,285,272,6,7,15,16,132,308,0,4,7,18,247,421,8,6,17,22
13-1211,-1,"12, 2014",12,2014,Hana Financial Inc. v. Hana Bank,-12,0,-0.333333333,0.2,-1,-0.333333333,,9,0,0,0,-0.614931238,0.070422535,-0.578713969,-0.517045455,0,-0.112833656,0.225,-0.356994048,-0.078192641,0.0,0.0,9.0,9.0,1,2.0,2.0,8,2.0,1,0,0,0,0,0,0,1,1,411,98,3,2,10,3,99,114,1,2,3,7,356,95,5,1,9,4,267,85,3,3,4,5
13-1314,-1,"03, 2015",3,2015,Arizona State Legislature v. Arizona Independent Redistricting Comm'n,10,0.6,0.5,-0.5,1,1,,5,4,0,0.532293987,-0.261146497,-0.363214838,0.746341463,0.922413793,-0.073981481,0.261904762,-0.055576923,0.090833333,0.361785714,5.0,5.0,9.0,9.0,1,2.0,2.0,2,1.0,2,0,0,105,344,2,2,2,6,99,62,2,0,4,4,441,206,5,1,17,5,52,358,0,5,2,14,18,450,1,7,1,16
13-132,-1,4/29/2014,4,2014,RILEY v. CALIFORNIA,13,1,1,0,-0.142857143,-0.5,6/25/2014,9,0,1,1,0.517915309,-0.574742268,-0.439873418,-0.152542373,-0.102135714,0.114814815,0.173051948,0.015449134,0.072083333,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,0,564,0,9,1,13,74,233,1,2,1,3,611,165,6,3,17,9,455,184,8,6,15,10,206,158,6,1,9,3
13-1333,-1,"02, 2015",2,2015,Coleman v. Tollefson,-12,-1,-0.333333333,-1,-1,-1,,9,0,0,0.379310345,-0.405405405,-0.099526066,-0.531468531,-1,-0.047757035,0.061904762,0.137310606,0.037372449,0.003896104,3.0,11.0,6.0,6.0,1,1.0,2.0,2,2.0,1,0,0,144,320,1,3,1,8,156,66,3,3,5,4,116,95,0,0,3,3,256,67,4,1,8,4,445,0,4,0,13,1
13-1352,1,"03, 2015",3,2015,Ohio v. Clark,3,0,0.555555556,-0.142857143,-1,-1,,9,0,1,1,0.45177665,-0.124497992,-0.867256637,-1,-0.147222222,-0.085699588,-0.163472222,0.037121212,-0.100892857,5.0,3.0,0.0,0.0,1,2.0,2.0,1,12.0,1,0,0,0,149,0,0,1,1,162,429,4,2,5,10,285,218,7,4,8,6,213,15,2,1,7,1,203,0,4,0,8,1
13-1371,-1,"01, 2015",1,2015,Texas Department of Housing and Community Affairs v. The Inclusive Communities Project Inc.,3,-0.5,0,1,1,0.333333333,,5,4,0,-0.131054131,-0.396226415,1,0.833576642,-0.369640788,-0.017531016,-0.191285714,-0.04047619,0.00189323,-0.096242136,5.0,1.0,5.0,5.0,1,2.0,4.0,2,11.0,1,0,0,404,360,2,1,7,5,305,128,3,4,6,4,0,81,0,0,1,2,57,633,0,9,2,22,654,272,10,2,18,8
13-1402,0,"02, 2015",2,2015,Kerry v. Din,-10,-1,-0.666666667,0.25,1,0.111111111,,5,4,1,-0.183070866,0.031185031,-0.268921095,0.789029536,0.498542274,-0.032232223,-0.216349419,-0.016652778,0.165191388,-0.168418367,2.0,0.0,9.0,9.0,1,2.0,1.5,2,12.0,1,1,0,719,415,7,2,16,2,239,248,4,3,7,5,394,230,4,1,9,9,50,424,0,6,2,15,183,274,6,7,10,9
13-1487,0,"02, 2015",2,2015,Henderson v. United States,14,1,-1,-0.333333333,0.8,1,,9,0,1,1,-0.320754717,0.237623762,0.522682446,0.525727069,-0.023824786,-0.104166667,-0.089166667,0.143388605,-0.069659091,3.0,2.0,11.0,11.0,1,1.0,2.0,1,2.0,1,1,0,0,993,0,6,1,15,175,90,5,3,7,4,77,125,3,2,5,3,121,389,1,7,4,14,106,346,1,6,3,15
13-1499,0,"01, 2015",1,2015,Williams-Yulee v. The Florida Bar,-5,0.333333333,-0.5,-1,0.333333333,0.5,,5,4,0,0.230439443,-0.26031746,-1,0.698729583,0.413092551,0.026832096,0.001102941,0.064285714,-0.244000934,0.071266135,0.0,0.0,-1,0.0,0,2.0,-1,3,12.0,1,0,0,359,574,1,8,6,14,397,233,3,1,11,4,214,0,5,0,8,1,83,468,1,3,4,9,183,313,5,10,11,18
13-193,1,4/22/2014,4,2014,SUSAN B. ANTHONY LIST v. DRIEHAUS,10,1,-1,-1,0.428571429,0.6,6/16/2014,9,0,1,1,-0.319327731,0.090909091,0.091954023,0.911308204,-0.033569902,-0.008517316,0.193159722,0.043615331,-0.043435847,0.0,0.0,6.0,6.0,1,1.0,2.0,9,12.0,1,0,0,0,656,0,10,1,16,314,162,6,1,8,3,135,166,3,1,5,4,237,354,6,4,8,10,20,431,0,7,1,14
13-212,0,"04, 2014",4,2014,United States v. Wurie,20,-0.6,0,0.25,1,1,,9,0,0,-0.52677702,0.238709677,0.193103448,0.541114058,0.925619835,-0.043922125,0.1,-0.109686147,-0.057028875,-0.096099567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,243,6,3,12,5,59,96,2,2,2,3,117,173,2,6,5,9,173,587,0,15,4,27,9,313,0,4,1,12
13-271,0,"01, 2015",1,2015,Oneok Inc. v. Learjet Inc.,-20,-0.666666667,-1,-0.5,0.333333333,0.333333333,,7,2,1,0.149957155,-1,-0.342105263,0.423076923,0.863157895,-0.009965095,0.225,0.1875,0.051984127,-0.130654762,1.0,1.0,9.0,9.0,1,1.0,1.5,10,9.0,1,0,0,497,691,6,2,16,11,139,0,2,0,7,1,102,50,2,2,3,2,60,148,1,0,5,4,13,178,0,0,1,7
13-298,-1,3/31/2014,3,2014,ALICE CORP. PTY. LTD. v. CLS BANK INT'L,7,0.111111111,0,0.333333333,1,-1,6/19/2014,9,0,0,-0.226452906,-0.27090301,-0.37913486,0.551401869,-1,0.058970849,-0.399716553,-0.327876984,0.015625,-0.035393773,0.0,1.0,12.0,13.0,0,2.0,1.5,8,2.0,1,1,0,918,579,8,7,17,9,195,109,3,2,6,3,271,122,1,4,3,6,48,167,1,2,2,7,188,0,4,0,8,1
13-299,0,3/24/2014,3,2014,CLARK v. RAMEKER,-3,0.4,-0.666666667,-0.333333333,1,-1,6/12/2014,9,0,0,0.760097919,-0.460732984,-0.037974684,-0.655813953,-1,0.098330026,-0.404021164,-0.167820513,-0.04625,0.135416667,0.0,0.0,7.0,7.0,1,-1,1.5,2,2.0,1,0,0,98,719,0,6,3,18,279,103,4,3,7,3,123,114,1,2,4,3,178,37,1,0,4,2,19,0,1,0,1,1
13-301,0,4/23/2014,4,2014,UNITED STATES v. CLARKE,-6,-1,0.2,-0.5,0,-0.2,6/19/2014,9,0,1,-0.931404073,0.183206107,0.052287582,-0.67844523,-0.246575342,0.072910156,0.119113757,-0.194642857,0.01572302,-0.149345238,2.0,8.0,11.0,11.0,1,2.0,5.0,4,2.0,1,0,0,907,32,12,0,19,2,214,310,1,3,3,7,145,161,1,1,5,3,477,91,2,5,11,7,281,165,4,4,9,7
13-316,0,4/1/2014,4,2014,LOUGHRIN v. UNITED STATES,10,0.166666667,0,0.333333333,0,0,6/23/2014,9,0,0,-0.230232558,-0.260115607,0.309178744,-0.746268657,0.225512528,-0.335959195,0.064583333,0.026071429,-0.482886905,-0.000833333,3.0,2.0,10.0,10.0,1,1.0,2.0,1,2.0,1,0,0,533,331,3,2,10,10,109,64,1,2,5,2,143,286,1,5,8,9,117,17,0,0,3,2,176,273,5,6,11,14
13-317,-1,3/5/2014,3,2014,HALLIBURTON CO. v. ERICA P. JOHN FUND INC.,-6,-0.5,-0.333333333,0.666666667,-0.5,0.5,6/23/2014,9,0,1,-0.571059432,-0.657894737,0.056689342,-0.472527473,0.453038674,0.009237734,-0.014972527,0.055232684,0.156021525,0.04392432,1.0,0.0,5.0,5.0,1,2.0,2.0,8,2.0,1,0,0,608,166,7,2,7,4,315,65,3,1,7,1,208,233,2,4,5,9,272,96,2,4,8,8,99,265,3,4,3,10
13-339,1,4/23/2014,4,2014,CTS CORP. v. WALDBURGER,0,0,0,1,1,-0.454545455,6/9/2014,7,2,1,0,-0.066091954,0.777777778,0.682692308,0.013182674,0,0.067738095,-0.126835664,0.067015599,0.098134354,1.0,0.0,4.0,4.0,1,2.0,1.5,10,5.0,1,0,0,0,0,0,0,1,1,371,331,4,1,11,7,36,288,0,3,1,10,66,350,0,2,3,9,524,538,6,3,14,9
13-352,1,"12, 2014",12,2014,B&B Hardware Inc. v. Hargis Industries Inc.,16,0.2,-1,1,1,1,,7,2,1,-0.064327485,-0.72826087,0.778947368,0.571428571,0.367697595,0.002683892,0.376989677,-0.019166667,0.129891304,-0.312099567,1.0,1.0,8.0,8.0,1,2.0,2.0,8,12.0,1,1,0,455,400,3,5,8,13,318,52,2,1,9,2,21,170,1,4,1,9,66,242,0,0,3,4,94,199,2,5,4,9
13-354,0,3/25/2014,3,2014,BURWELL v. HOBBY LOBBY STORES,7,1,-0.777777778,0.6,1,0.8,6/30/2014,5,4,0,1,-0.931477516,0,0.760330579,0.551569507,-0.096536458,0.082368742,0.018084734,-0.026537698,-0.214672619,2.0,1.0,10.0,10.0,1,1.0,4.0,3,12.0,1,1,0,0,515,0,0,1,6,451,16,3,0,10,1,318,342,4,4,4,12,87,639,0,15,4,22,100,346,0,7,3,24
13-369,-1,4/28/2014,4,2014,NAUTILUS INC. v. BIOSIG INSTRUMENTS INC,14,1,-1,0.428571429,0.333333333,0.230769231,6/2/2014,9,0,1,1,-0.657370518,-0.4,-0.194585448,0.094496366,-0.046822344,0.276666667,0.059090909,-0.086883224,0.113075397,0.0,0.0,2.0,13.0,0,1.0,4.0,8,12.0,1,0,0,0,619,0,7,1,11,208,43,4,1,5,1,147,63,5,4,7,5,353,243,1,8,5,12,436,542,7,5,15,20
